ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-14335,2024-08-30,2024-08-30 03:24:00,Software,Installation,High,Closed,Can't install AutoCAD — access denied,"good morning, trying to install autocad on my workstation but i get an 'access denied' error. i don't have admin rights. this software was approved by my manager for my project work. this is only happening on my machine. i already tried restarting my computer.",Verified software approval in request system. Elevated user's session via LAPS and installed AutoCAD. Added to the pre-approved software list for self-service deployment going forward.,AutoCAD,Human Resources,3.0,3.4,260
TKT-14337,2025-11-13,2025-11-17 21:06:00,Cloud/Infrastructure,Storage,Low,Resolved,Object storage access very slow,"hello support, downloads from our cloud storage are extremely slow — files that should take seconds are taking minutes. affecting our data pipeline processing times. this is only happening on my machine. i asked a coworker and they don't have this problem. low priority — happy to wait until your schedule allows.",Application was making individual API calls for thousands of small files instead of batch operations. Refactored to use multipart downloads and parallelized transfers. Also enabled transfer acceleration on the bucket. Download times improved by 10x.,Terraform,Legal,1.0,117.1,313
TKT-14341,2025-05-26,2025-05-30 18:42:00,Cloud/Infrastructure,VM,Low,Closed,VM not responding — can't SSH/RDP,"hey, production vm prod-web-03 is not responding to ssh connections. also can't ping it. the services it hosts are down. need urgent help. whenever you get a chance — low priority for me. let me know if you need more info.","VM had run out of disk space causing the OS to hang. Connected via hypervisor console, cleared log files consuming 95% of disk, and restarted services. Added disk space monitoring alert to prevent recurrence.",Ansible,Operations,3.0,114.7,222
TKT-14342,2023-10-18,2023-10-19 23:00:00,Email/Communication,Calendar,Medium,Closed,Can't see shared calendar,"my manager shared their calendar with me last week but i still can't see it in outlook. they confirmed they shared it and i accepted the sharing invitation. this is only happening on my machine. i've rebooted twice, no change. would appreciate a fix when you get a chance — moderately impactful. regards.",Calendar permissions were granted but Outlook wasn't showing the shared calendar in the navigation pane. Manually added the shared calendar via Open Calendar > From Address Book. Calendar now visible with correct permissions.,Zoom,Customer Support,2.0,47.0,304
TKT-14343,2025-01-10,2025-01-10 07:42:00,Software,Compatibility,High,Closed,New software conflicts with existing tool,"after installing servicenow, our existing crm tool started crashing. they seem to conflict somehow. i need both applications for my work. i'm working remotely today if that matters. i've already missed one meeting because of this. please help urgently. thanks in advance.",Both applications were competing for the same local port (8080). Reconfigured ServiceNow to use port 8180 instead. Both applications now run simultaneously without conflicts.,ServiceNow,Research,3.0,7.7,271
TKT-14344,2024-12-13,2024-12-13 15:06:00,Network,Slow Connection,High,Resolved,Internet extremely slow for entire floor,"hello support, the whole 3rd floor is experiencing very slow internet. downloads are crawling, video calls keep freezing. started around 10am today. we've got about 40 people affected. i have a client deliverable due in 2 hours and this is stopping me. please advise.",Identified a failing switch on the 3rd floor causing packet loss and retransmissions. Replaced the switch and verified throughput returned to normal across all ports.,Fortinet FortiGate,Legal,2.0,15.1,267
TKT-14345,2024-08-14,2024-08-14 08:00:00,Network,DNS,Medium,Closed,New subdomain not resolving,we set up a new internal service at reporting.internal.company.com but nobody can reach it. dns doesn't seem to know about it. the server is running and reachable by ip. i cleared my browser cache but it didn't help.,"DNS A record had not been added for the new subdomain. Created the record pointing to the correct IP, waited for propagation, and confirmed resolution from multiple clients.",FortiClient,Customer Support,4.0,8.0,216
TKT-14347,2024-12-24,2024-12-25 17:54:00,Access/Permissions,Permission Request,Low,Closed,Can't access Microsoft Entra ID after role change,"hi, i changed roles from engineering to engineering last week but i still can't access the engineering tools. hr says they updated my role in the system. i noticed this after the last update. not urgent. please address when convenient. thanks in advance.","HR had updated the role but the provisioning sync hadn't run. Manually triggered the identity sync, which updated group memberships. User now has access to all engineering resources. Removed old department access.",Microsoft Entra ID,Product,4.0,41.9,254
TKT-14348,2023-06-15,2023-06-15 05:06:00,Security,Policy,Medium,Closed,Security training overdue for team,my entire team of 12 in procurement is overdue on their annual security awareness training. can you send them the enrollment links? i first saw this issue this morning. this is slowing me down but i can work around it for now. thank you.,Sent enrollment invitations for security awareness training to all 12 team members with a completion deadline of 2 weeks. Set up automated reminders at 7-day and 3-day marks. Will report completion status to manager.,Tenable Nessus,Executive,4.0,5.1,237
TKT-14349,2024-01-14,2024-01-14 06:00:00,Network,VPN,Critical,Resolved,Cannot connect to VPN from home,"hey team, i'm trying to connect to the company vpn from my home network but it just times out. getting 0x80070057 when i try to connect. was working fine yesterday. this started happening yesterday. restarting the application didn't fix it. all work has stopped. this needs to be fixed in the next hour.",User's ISP was blocking UDP port 4500 needed for VPN. Switched VPN profile to TCP/443 fallback mode. Connection established successfully.,Ubiquiti UniFi,Human Resources,2.0,6.0,303
TKT-14350,2024-05-18,2024-05-18 04:24:00,Hardware,Printer,Critical,Resolved,Printer printing blank pages,"hello, the hp printer near my desk is feeding paper through but every page comes out completely blank. the toner was just replaced last week. other people on my team are seeing the same thing. restarting the application didn't fix it.","New toner cartridge had shipping seal still attached. Removed the protective seal strip, ran cleaning cycle, and printed test page successfully. User confirmed normal printing resumed.",HP ZBook Fury,Product,4.0,4.4,234
TKT-14352,2024-03-11,2024-03-13 06:24:00,Network,Slow Connection,Medium,Resolved,Latency spikes during video calls,"hi it, every teams/zoom call i'm on has terrible quality. audio cuts out, video freezes. my ping to 8.8.8.8 shows spikes up to 800ms every few seconds. it was working fine until last friday.",User's ethernet port was configured for half-duplex due to a port configuration error. Changed to auto-negotiate full-duplex. Latency stabilized at 12ms with no more spikes.,FortiClient,IT,3.0,54.4,190
